id,player_name,card_name_version,team,era,primary_position,secondary_positions,current_ovr,current_tier,offense,defense,playmaking,shooting,rebounding,athleticism,intangibles,durability,badges,archetype,source_file,source_line
bob-pettit,Bob Pettit,Bob Pettit,Atlanta Hawks,1954-1965,PF,C,90,Ruby,90,76,58,67,95,74,91,92,Glass Cleaner;Motor;Paint Pressure,Classic Scoring Big,src/data/players.ts,453
brandon-roy,Brandon Roy,Brandon Roy,Portland Trail Blazers,2006-2013,SG,PG;SF,90,Ruby,90,69,79,85,49,80,91,41,Clutch;Shot Creator;Three-Level Scorer,Clutch Two-Level Creator,src/data/players.ts,558
chris-mullin,Chris Mullin,Chris Mullin,Golden State Warriors,1985-2001,SF,SG,90,Ruby,91,68,72,94,58,71,90,80,Elite Shooter;Connector;Off-Ball Gravity,Lefty Sharpshooting Wing,src/data/players.ts,473
clyde-drexler-rockets,Clyde Drexler (Rockets),Clyde Drexler (Rockets),Houston Rockets,1995-1998,SG,SF,90,Ruby,89,77,76,75,66,84,90,82,Transition Force;Clutch;Connector,Veteran Transition Wing,src/data/players.ts,427
david-thompson,David Thompson,David Thompson,Denver Nuggets,1975-1984,SG,SF,90,Ruby,91,63,60,74,55,98,86,70,Athletic Freak;Transition Force;Shot Creator,Aerial Scoring Guard,src/data/players.ts,560
demarcus-cousins-kings,DeMarcus Cousins (Kings),DeMarcus Cousins (Kings),Sacramento Kings,2010-2017,C,PF,90,Ruby,93,67,70,72,91,74,79,70,Interior Force;Mismatch Weapon;Shot Creator,Alpha Skill Power Center,src/data/players.ts,858
deni-avdija-2025-26,Deni Avdija (2025-26),Deni Avdija (2025-26),Portland Trail Blazers,2025-26,SF,,90,Ruby,87,84,88,84,87,88,88,91,Floor General;Glass Cleaner;Wing Stopper,2025-26 Two-Way Wing,src/data/players-current-2026.ts,223
dennis-johnson,Dennis Johnson,Dennis Johnson,Boston Celtics,1976-1990,PG,SG,90,Ruby,84,92,84,70,54,79,94,84,Point-of-Attack;Clutch;Champion DNA,Big-Game Two-Way Guard,src/data/players.ts,716
dennis-rodman-bulls,Dennis Rodman (Bulls),Dennis Rodman (Bulls),Chicago Bulls,1995-1998,PF,SF;C,90,Ruby,46,98,50,22,99,84,92,81,Wing Stopper;Glass Cleaner;Switchable Big,Rebounding Chaos Defender,src/data/players.ts,461
dwight-howard,Dwight Howard,Dwight Howard,Orlando Magic,2004-2022,C,,90,Ruby,82,96,42,28,97,96,87,80,Rim Protector;Glass Cleaner;Lob Threat,Vertical Defensive Anchor,src/data/players.ts,450
evan-mobley-2025-26,Evan Mobley (2025-26),Evan Mobley (2025-26),Cleveland Cavaliers,2025-26,PF,,90,Ruby,89,88,87,80,91,89,90,91,Floor General;Glass Cleaner;Switchable Big,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,229
gary-payton,Gary Payton,Gary Payton,Oklahoma City Thunder,1990-2007,PG,SG,90,Ruby,85,94,87,73,49,79,91,91,Point-of-Attack;Wing Stopper;Competitor,Defensive Alpha Guard,src/data/players.ts,437
jalen-duren-2025-26,Jalen Duren (2025-26),Jalen Duren (2025-26),Detroit Pistons,2025-26,C,,90,Ruby,91,88,83,76,93,89,91,93,Glass Cleaner;Rim Protector;Three-Level Scorer,2025-26 Interior Anchor,src/data/players-current-2026.ts,233
jamal-murray-2025-26,Jamal Murray (2025-26),Jamal Murray (2025-26),Denver Nuggets,2025-26,PG,,90,Ruby,93,82,95,95,83,88,95,96,Elite Shooter;Floor General;Three-Level Scorer,2025-26 Offensive Engine,src/data/players-current-2026.ts,235
james-harden-clippers,James Harden (Clippers),James Harden (Clippers),Los Angeles Clippers,2023-Present,PG,SG,90,Ruby,91,58,94,87,58,66,90,80,Floor General;Elite Shooter;Connector,Veteran Offensive Engine,src/data/players.ts,433
james-worthy,James Worthy,James Worthy,Los Angeles Lakers,1982-1994,SF,PF,90,Ruby,89,78,72,74,68,89,93,84,Transition Force;Champion DNA;Clutch,Transition Championship Wing,src/data/players.ts,400
jaren-jackson-jr-2025-26,Jaren Jackson Jr. (2025-26),Jaren Jackson Jr. (2025-26),Utah Jazz,2025-26,C,,90,Ruby,86,87,80,85,85,86,83,84,Rim Protector;Vertical Threat;Paint Pressure,2025-26 Interior Anchor,src/data/players-current-2026.ts,325
karl-anthony-towns-2025-26,Karl-Anthony Towns (2025-26),Karl-Anthony Towns (2025-26),New York Knicks,2025-26,C,,90,Ruby,90,84,86,90,93,88,90,95,Elite Shooter;Glass Cleaner;Rim Protector,2025-26 Interior Anchor,src/data/players-current-2026.ts,241
kevin-durant-suns,Kevin Durant (Suns),Kevin Durant (Suns),Phoenix Suns,2023-Present,SF,PF,90,Ruby,93,70,74,93,70,78,87,66,Three-Level Scorer;Elite Shooter;Clutch,Veteran Efficiency Scorer,src/data/players.ts,850
keyonte-george-2025-26,Keyonte George (2025-26),Keyonte George (2025-26),Utah Jazz,2025-26,PG,,90,Ruby,92,80,92,91,81,89,88,86,Elite Shooter;Floor General;Three-Level Scorer,2025-26 Offensive Engine,src/data/players-current-2026.ts,301
lamelo-ball-2025-26,LaMelo Ball (2025-26),LaMelo Ball (2025-26),Charlotte Hornets,2025-26,PG,,90,Ruby,85,81,89,87,82,83,88,94,Elite Shooter;Floor General;Shot Creator,2025-26 Offensive Engine,src/data/players-current-2026.ts,245
paolo-banchero-2025-26,Paolo Banchero (2025-26),Paolo Banchero (2025-26),Orlando Magic,2025-26,PF,,90,Ruby,89,84,89,82,90,89,89,95,Floor General;Glass Cleaner;Three-Level Scorer,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,254
rajon-rondo,Rajon Rondo,Rajon Rondo,Boston Celtics,2006-2022,PG,SG,90,Ruby,83,87,97,60,52,80,95,76,Floor General;Point-of-Attack;Champion DNA,Playoff Table Setter,src/data/players.ts,417
rick-barry,Rick Barry,Rick Barry,Golden State Warriors,1965-1980,SF,SG,90,Ruby,90,77,75,84,61,78,87,85,Shot Creator;Connector;Clutch,Scoring Playmaking Wing,src/data/players.ts,454
sam-jones,Sam Jones,Sam Jones,Boston Celtics,1957-1969,SG,SF,90,Ruby,90,74,56,88,44,72,97,86,Clutch;Elite Shooter;Champion DNA,Clutch Championship Shooter,src/data/players.ts,715
scottie-barnes-2025-26,Scottie Barnes (2025-26),Scottie Barnes (2025-26),Toronto Raptors,2025-26,PF,,90,Ruby,87,89,89,80,89,88,89,97,Floor General;Glass Cleaner;Switchable Big,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,259
tim-hardaway-heat,Tim Hardaway (Heat),Tim Hardaway (Heat),Miami Heat,Team-specific historical variant,PG,SG,90,Ruby,,,,,,,,,,,src/data/players.ts,750
walt-frazier,Walt Frazier,Walt Frazier,New York Knicks,1967-1980,PG,SG,90,Ruby,86,90,89,74,57,77,92,84,Point-of-Attack;Floor General;Clutch,Two-Way Table Setter,src/data/players.ts,436
alex-english,Alex English,Alex English,Denver Nuggets,1976-1991,SF,SG,89,Ruby,92,58,60,82,61,79,88,88,Three-Level Scorer;Clutch;Off-Ball Gravity,Smooth Volume Wing Scorer,src/data/players.ts,561
allen-iverson-nuggets,Allen Iverson (Nuggets),Allen Iverson (Nuggets),Denver Nuggets,2006-2009,SG,PG,89,Ruby,90,48,84,73,38,83,87,72,Shot Creator;Paint Pressure;Clutch,Playmaking Scoring Guard,src/data/players.ts,419
alonzo-mourning-hornets,Alonzo Mourning (Hornets),Alonzo Mourning (Hornets),Charlotte Hornets,1992-1995,C,PF,89,Ruby,84,92,40,48,88,84,88,74,Rim Protector;Interior Force;Motor,Explosive Two-Way Paint Anchor,src/data/players.ts,477
amar-e-stoudemire-suns,Amar'e Stoudemire (Suns),Amar'e Stoudemire (Suns),Phoenix Suns,2002-2010,PF,C,89,Ruby,92,56,36,60,82,94,83,66,Vertical Threat;Paint Pressure;Interior Force,Apex Vertical Scoring Big,src/data/players.ts,496
artis-gilmore,Artis Gilmore,Artis Gilmore,Chicago Bulls,1971-1988,C,,89,Ruby,84,90,46,54,94,72,90,96,Glass Cleaner;Rim Protector;Iron Man,Power Rebounding Center,src/data/players.ts,581
austin-reaves-2025-26,Austin Reaves (2025-26),Austin Reaves (2025-26),Los Angeles Lakers,2025-26,SG,,89,Ruby,89,82,88,89,81,86,87,85,Elite Shooter;Floor General;Three-Level Scorer,2025-26 Perimeter Sniper,src/data/players-current-2026.ts,214
blake-griffin,Blake Griffin,Blake Griffin,Los Angeles Clippers,2010-2023,PF,C,89,Ruby,90,64,74,72,84,91,86,68,Athletic Freak;Transition Force;Paint Pressure,Explosive Playmaking Four,src/data/players.ts,501
bob-love-bulls,Bob Love (Bulls),Bob Love (Bulls),Chicago Bulls,Team-specific historical variant,PF,SF,89,Ruby,,,,,,,,,,,src/data/players.ts,751
bobby-dandridge-bucks,Bobby Dandridge (Bucks),Bobby Dandridge (Bucks),Milwaukee Bucks,Team-specific historical variant,SF,PF,89,Ruby,,,,,,,,,,,src/data/players.ts,752
brad-daugherty-cavs,Brad Daugherty (Cavs),Brad Daugherty (Cavs),Cleveland Cavaliers,Team-specific historical variant,C,,89,Ruby,,,,,,,,,,,src/data/players.ts,753
buck-williams-nets,Buck Williams (Nets),Buck Williams (Nets),Brooklyn Nets,Team-specific historical variant,PF,C,89,Ruby,,,,,,,,,,,src/data/players.ts,754
carmelo-anthony-knicks,Carmelo Anthony (Knicks),Carmelo Anthony (Knicks),New York Knicks,2011-2017,SF,PF,89,Ruby,92,48,57,88,61,77,85,82,Shot Creator;Elite Shooter;Clutch,Shotmaking Isolation Wing,src/data/players.ts,475
chris-webber,Chris Webber,Chris Webber,Sacramento Kings,1993-2008,PF,C,89,Ruby,89,74,79,68,86,84,85,71,Connector;Mismatch Weapon;Glass Cleaner,Playmaking Scoring Big,src/data/players.ts,502
de-aaron-fox-kings,De'Aaron Fox (Kings),De'Aaron Fox (Kings),Sacramento Kings,2017-Present,PG,SG,89,Ruby,90,59,85,76,41,97,86,79,Paint Pressure;Transition Force;Floor General,Turbo Paint Pressure Guard,src/data/players.ts,859
demarcus-cousins,DeMarcus Cousins,DeMarcus Cousins,New Orleans Pelicans,2010-2022,C,PF,89,Ruby,91,68,72,74,90,72,80,58,Interior Force;Mismatch Weapon;Connector,Skilled Power Center,src/data/players.ts,556
dennis-johnson-supersonics,Dennis Johnson (SuperSonics),Dennis Johnson (SuperSonics),Oklahoma City Thunder,Team-specific historical variant,PG,SG,89,Ruby,,,,,,,,,,,src/data/players.ts,755
dikembe-mutombo-hawks,Dikembe Mutombo (Hawks),Dikembe Mutombo (Hawks),Atlanta Hawks,Team-specific historical variant,C,,89,Ruby,,,,,,,,,,,src/data/players.ts,756
draymond-green,Draymond Green,Draymond Green,Golden State Warriors,2012-Present,PF,C,89,Ruby,72,96,87,66,82,73,97,81,Switchable Big;Connector;Defensive IQ,Defensive Connector,src/data/players.ts,462
earl-monroe,Earl Monroe,Earl Monroe,New York Knicks,1967-1980,SG,PG,89,Ruby,91,54,76,77,44,84,87,73,Shot Creator;Clutch;Three-Level Scorer,Creative Streetball Scorer,src/data/players.ts,398
jack-sikma-supersonics,Jack Sikma (SuperSonics),Jack Sikma (SuperSonics),Oklahoma City Thunder,Team-specific historical variant,C,PF,89,Ruby,,,,,,,,,,,src/data/players.ts,757
jalen-williams-2025-26,Jalen Williams (2025-26),Jalen Williams (2025-26),Oklahoma City Thunder,2025-26,SG,,89,Ruby,87,86,89,82,85,86,87,79,Paint Pressure,2025-26 Connector Creator,src/data/players-current-2026.ts,340
james-harden-2025-26,James Harden (2025-26),James Harden (2025-26),Cleveland Cavaliers,2025-26,PG,,89,Ruby,89,82,90,89,82,86,89,94,Elite Shooter;Floor General;Three-Level Scorer,2025-26 Offensive Engine,src/data/players-current-2026.ts,236
jimmy-butler-2025-26,Jimmy Butler (2025-26),Jimmy Butler (2025-26),Golden State Warriors,2025-26,SF,,89,Ruby,85,81,84,81,83,82,84,81,Floor General;Three-Level Scorer;Transition Force,2025-26 Two-Way Wing,src/data/players-current-2026.ts,270
joel-embiid-2025-26,Joel Embiid (2025-26),Joel Embiid (2025-26),Philadelphia 76ers,2025-26,C,,89,Ruby,84,81,83,82,85,82,84,81,Glass Cleaner;Vertical Threat;Paint Pressure,2025-26 Connector Creator,src/data/players-current-2026.ts,271
john-wall,John Wall,John Wall,Washington Wizards,2010-2023,PG,,89,Ruby,88,73,94,71,43,96,89,58,Transition Force;Floor General;Paint Pressure,Open-Floor Engine,src/data/players.ts,514
kevin-johnson,Kevin Johnson,Kevin Johnson,Phoenix Suns,1987-2000,PG,SG,89,Ruby,90,48,92,78,37,92,88,63,Paint Pressure;Floor General;Transition Force,Explosive Paint-Touch Lead Guard,src/data/players.ts,484
klay-thompson,Klay Thompson,Klay Thompson,Golden State Warriors,2011-Present,SG,SF,89,Ruby,89,82,49,97,47,76,90,68,Elite Shooter;Wing Stopper;Off-Ball Gravity,3-and-D Marksman,src/data/players.ts,463
kristaps-porzingis-celtics,Kristaps Porzingis (Celtics),Kristaps Porzingis (Celtics),Boston Celtics,2023-Present,C,PF,89,Ruby,88,82,44,87,79,73,84,62,Elite Shooter;Rim Protector;Mismatch Weapon,Stretch Rim-Protecting Big,src/data/players.ts,855
kyrie-irving-mavs,Kyrie Irving (Mavs),Kyrie Irving (Mavs),Dallas Mavericks,2023-Present,PG,SG,89,Ruby,93,47,85,93,37,79,87,72,Shot Creator;Clutch;Elite Shooter,Shotmaking Backcourt Closer,src/data/players.ts,491
larry-nance-cavs,Larry Nance (Cavs),Larry Nance (Cavs),Cleveland Cavaliers,Team-specific historical variant,PF,C,89,Ruby,,,,,,,,,,,src/data/players.ts,758
larry-nance-suns,Larry Nance (Suns),Larry Nance (Suns),Phoenix Suns,Team-specific historical variant,PF,C,89,Ruby,,,,,,,,,,,src/data/players.ts,759
lauri-markkanen-2025-26,Lauri Markkanen (2025-26),Lauri Markkanen (2025-26),Utah Jazz,2025-26,PF,,89,Ruby,87,78,82,86,86,85,85,83,Glass Cleaner;Three-Level Scorer;Transition Force,2025-26 Floor Spacer,src/data/players-current-2026.ts,274
lebron-james-2025-26,LeBron James (2025-26),LeBron James (2025-26),Los Angeles Lakers,2025-26,SF,,89,Ruby,88,84,88,82,85,87,88,89,Floor General;Wing Stopper;Three-Level Scorer,2025-26 Two-Way Wing,src/data/players-current-2026.ts,246
mark-price-cavs,Mark Price (Cavs),Mark Price (Cavs),Cleveland Cavaliers,1986-1995,PG,SG,89,Ruby,89,52,93,91,28,72,91,69,Elite Shooter;Floor General;Clutch,Pull-Up Maestro Floor General,src/data/players.ts,871
maurice-lucas-blazers,Maurice Lucas (Blazers),Maurice Lucas (Blazers),Portland Trail Blazers,Team-specific historical variant,PF,C,89,Ruby,,,,,,,,,,,src/data/players.ts,760
pau-gasol-grizzlies,Pau Gasol (Grizzlies),Pau Gasol (Grizzlies),Memphis Grizzlies,Team-specific historical variant,PF,C,89,Ruby,,,,,,,,,,,src/data/players.ts,761
paul-george,Paul George,Paul George,Indiana Pacers,2010-Present,SF,PF,89,Ruby,87,88,73,86,61,83,84,69,Wing Stopper;Elite Shooter;Shot Creator,Two-Way Wing Creator,src/data/players.ts,469
paul-pierce,Paul Pierce,Paul Pierce,Boston Celtics,1998-2017,SF,SG,89,Ruby,89,73,71,86,60,70,92,90,Clutch;Shot Creator;Connector,Methodical Wing Scorer,src/data/players.ts,443
ray-allen-bucks,Ray Allen (Bucks),Ray Allen (Bucks),Milwaukee Bucks,Team-specific historical variant,SG,PG,89,Ruby,,,,,,,,,,,src/data/players.ts,762
ray-allen-celtics,Ray Allen (Celtics),Ray Allen (Celtics),Boston Celtics,2007-2012,SG,SF,89,Ruby,89,72,58,98,44,73,89,89,Elite Shooter;Off-Ball Gravity;Champion DNA,Perfect Off-Ball Sniper,src/data/players.ts,441
reggie-miller,Reggie Miller,Reggie Miller,Indiana Pacers,1987-2005,SG,SF,89,Ruby,90,63,52,96,43,72,91,94,Elite Shooter;Off-Ball Gravity;Clutch,Movement Sniper,src/data/players.ts,439
rip-hamilton,Rip Hamilton,Rip Hamilton,Detroit Pistons,1999-2013,SG,,89,Ruby,90,70,54,89,40,81,92,86,Off-Ball Gravity;Midrange Surgeon;Champion DNA,Movement Scoring Guard,src/data/players.ts,520
robert-parish,Robert Parish,Robert Parish,Boston Celtics,1976-1997,C,,89,Ruby,84,88,42,58,88,72,92,97,Rim Protector;Glass Cleaner;Iron Man,Reliable Championship Center,src/data/players.ts,378
tony-parker,Tony Parker,Tony Parker,San Antonio Spurs,2001-2019,PG,,89,Ruby,90,59,85,72,35,85,92,84,Paint Touch;Champion DNA;Tempo Control,Paint-Touch Lead Guard,src/data/players.ts,449
trey-murphy-iii-2025-26,Trey Murphy III (2025-26),Trey Murphy III (2025-26),New Orleans Pelicans,2025-26,SF,,89,Ruby,88,84,85,90,84,87,87,92,Elite Shooter;Floor General;Three-Level Scorer,2025-26 Two-Way Wing,src/data/players-current-2026.ts,261
vince-carter-nets,Vince Carter (Nets),Vince Carter (Nets),Brooklyn Nets,Team-specific historical variant,SG,SF,89,Ruby,,,,,,,,,,,src/data/players.ts,763
zion-williamson-2025-26,Zion Williamson (2025-26),Zion Williamson (2025-26),New Orleans Pelicans,2025-26,PF,,89,Ruby,90,80,84,75,86,89,87,89,Floor General;Glass Cleaner;Three-Level Scorer,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,263
alex-sarr-2025-26,Alex Sarr (2025-26),Alex Sarr (2025-26),Washington Wizards,2025-26,C,,88,Ruby,87,86,87,83,92,88,86,83,Glass Cleaner;Paint Pressure,2025-26 Transition Threat,src/data/players-current-2026.ts,311
baron-davis,Baron Davis,Baron Davis,Golden State Warriors,1999-2012,PG,SG,88,Ruby,88,69,87,79,48,88,86,73,Shot Creator;Floor General;Transition Force,Power Creation Guard,src/data/players.ts,563
chauncey-billups,Chauncey Billups,Chauncey Billups,Detroit Pistons,1997-2014,PG,SG,88,Ruby,87,77,85,90,41,69,94,82,Clutch;Elite Shooter;Floor General,Steady Lead Guard,src/data/players.ts,480
chet-walker-76ers,Chet Walker (76ers),Chet Walker (76ers),Philadelphia 76ers,Team-specific historical variant,SF,PF,88,Ruby,,,,,,,,,,,src/data/players.ts,764
chris-bosh-raptors,Chris Bosh (Raptors),Chris Bosh (Raptors),Toronto Raptors,2003-2010,PF,C,88,Ruby,87,79,54,76,84,79,87,79,Mismatch Weapon;Connector;Midrange Surgeon,Franchise Face-Up Big,src/data/players.ts,498
chris-mullin-pacers,Chris Mullin (Pacers),Chris Mullin (Pacers),Indiana Pacers,Team-specific historical variant,SF,SG,88,Ruby,,,,,,,,,,,src/data/players.ts,765
dan-issel,Dan Issel,Dan Issel,Denver Nuggets,1976-1985,C,PF,88,Ruby,89,68,50,78,86,71,89,88,Three-Level Scorer;Glass Cleaner;Interior Force,Skilled Scoring Center,src/data/players.ts,562
de-aaron-fox-2025-26,De'Aaron Fox (2025-26),De'Aaron Fox (2025-26),San Antonio Spurs,2025-26,PG,,88,Ruby,88,84,89,84,79,86,89,94,Floor General;Wing Stopper;Three-Level Scorer,2025-26 Offensive Engine,src/data/players-current-2026.ts,222
dennis-rodman-pistons,Dennis Rodman (Pistons),Dennis Rodman (Pistons),Detroit Pistons,1986-1993,PF,SF,88,Ruby,40,96,44,18,95,81,88,82,Wing Stopper;Glass Cleaner;Switchable Big,Young Chaos Defender,src/data/players.ts,460
deron-williams,Deron Williams,Deron Williams,Utah Jazz,2005-2017,PG,,88,Ruby,89,60,92,87,42,76,86,72,Floor General;Elite Shooter;Shot Creator,Pick-and-Roll Power Guard,src/data/players.ts,535
domantas-sabonis-2025-26,Domantas Sabonis (2025-26),Domantas Sabonis (2025-26),Sacramento Kings,2025-26,C,,88,Ruby,87,82,86,80,90,86,83,76,Paint Pressure,2025-26 Rotation Piece,src/data/players-current-2026.ts,412
domantas-sabonis-pacers,Domantas Sabonis (Pacers),Domantas Sabonis (Pacers),Indiana Pacers,2017-2022,C,PF,88,Ruby,88,66,78,68,91,69,87,84,Glass Cleaner;Connector;Interior Force,Bruising Playmaking Hub,src/data/players.ts,857
elton-brand,Elton Brand,Elton Brand,Los Angeles Clippers,1999-2016,PF,C,88,Ruby,86,82,46,66,90,79,86,79,Glass Cleaner;Interior Force;Post Scorer,Power Scoring Rebounder,src/data/players.ts,682
fat-lever,Fat Lever,Fat Lever,Denver Nuggets,1982-1994,PG,SG,88,Ruby,84,79,88,68,72,84,89,82,Triple-Double Machine;Floor General;Transition Force,Triple-Double Pressure Guard,src/data/players.ts,714
franz-wagner-2025-26,Franz Wagner (2025-26),Franz Wagner (2025-26),Orlando Magic,2025-26,SF,,88,Ruby,89,84,88,86,87,87,88,79,Paint Pressure,2025-26 Connector Creator,src/data/players-current-2026.ts,321
gus-williams-sonics,Gus Williams (Sonics),Gus Williams (Sonics),Oklahoma City Thunder,Team-specific historical variant,PG,SG,88,Ruby,,,,,,,,,,,src/data/players.ts,766
jalen-williams,Jalen Williams,Jalen Williams,Oklahoma City Thunder,2022-Present,SF,SG;PF,88,Ruby,88,81,76,84,58,84,88,82,Connector;Wing Stopper;Three-Level Scorer,Two-Way Connector Wing,src/data/players.ts,617
jason-kidd-suns,Jason Kidd (Suns),Jason Kidd (Suns),Phoenix Suns,Team-specific historical variant,PG,SG,88,Ruby,,,,,,,,,,,src/data/players.ts,767
jimmy-butler-76ers,Jimmy Butler (76ers),Jimmy Butler (76ers),Philadelphia 76ers,2018-2019,SG,SF;PG,88,Ruby,87,86,75,76,54,80,93,77,Clutch;Wing Stopper;Shot Creator,Playoff Two-Way Closer,src/data/players.ts,875
jimmy-butler-timberwolves,Jimmy Butler (Timberwolves),Jimmy Butler (Timberwolves),Minnesota Timberwolves,2017-2018,SG,SF,88,Ruby,86,88,72,74,53,81,92,74,Clutch;Wing Stopper;Paint Pressure,Alpha Two-Way Wing,src/data/players.ts,874
joe-dumars,Joe Dumars,Joe Dumars,Detroit Pistons,1985-1999,SG,PG,88,Ruby,86,88,76,86,42,78,92,88,Point-of-Attack;Elite Shooter;Champion DNA,Two-Way Championship Guard,src/data/players.ts,606
josh-giddey-2025-26,Josh Giddey (2025-26),Josh Giddey (2025-26),Chicago Bulls,2025-26,PG,,88,Ruby,85,84,88,84,88,86,85,86,Floor General;Glass Cleaner;Wing Stopper,2025-26 Offensive Engine,src/data/players-current-2026.ts,238
julius-randle-2025-26,Julius Randle (2025-26),Julius Randle (2025-26),Minnesota Timberwolves,2025-26,PF,,88,Ruby,87,82,87,82,87,86,88,97,Floor General;Glass Cleaner;Three-Level Scorer,2025-26 Frontcourt Enforcer,src/data/players-current-2026.ts,240
karl-anthony-towns-wolves,Karl-Anthony Towns (Wolves),Karl-Anthony Towns (Wolves),Minnesota Timberwolves,2015-2024,C,PF,88,Ruby,91,63,66,90,86,76,83,77,Elite Shooter;Mismatch Weapon;Three-Level Scorer,Offensive Unicorn Center,src/data/players.ts,841
kemba-walker-celtics,Kemba Walker (Celtics),Kemba Walker (Celtics),Boston Celtics,2019-2021,PG,SG,88,Ruby,89,42,82,87,34,83,86,63,Shot Creator;Floor General;Clutch,Pull-Up Scoring Point Guard,src/data/players.ts,853
kyle-lowry-raptors,Kyle Lowry (Raptors),Kyle Lowry (Raptors),Toronto Raptors,2012-2021,PG,SG,88,Ruby,86,81,89,86,49,74,94,81,Floor General;Clutch;Point-of-Attack,Winning Two-Way Floor General,src/data/players.ts,727
