csv_player_name,source_player_name,team,previous_ovr,final_decision_ovr,delta,changed,match_mode,source_file,source_line
Rick Barry,Rick Barry,Golden State Warriors,90,90,0,no,exact,src/data/players.ts,454
Ricky Rubio (Timberwolves),Ricky Rubio (Timberwolves),Minnesota Timberwolves,84,84,0,no,exact,src/data/players.ts,601
Rip Hamilton,Rip Hamilton,Detroit Pistons,89,89,0,no,exact,src/data/players.ts,520
Robert Horry,Robert Horry,Los Angeles Lakers,83,83,0,no,exact,src/data/players.ts,608
Robert Horry (Rockets),Robert Horry (Rockets),Houston Rockets,85,85,0,no,exact,src/data/players.ts,862
Robert Horry (Spurs),Robert Horry (Spurs),San Antonio Spurs,84,84,0,no,exact,src/data/players.ts,863
Robert Parish,Robert Parish,Boston Celtics,89,89,0,no,exact,src/data/players.ts,378
Ron Artest,Ron Artest,Los Angeles Lakers,86,86,0,no,exact,src/data/players.ts,517
Ron Artest (Pacers),Ron Artest (Pacers),Indiana Pacers,88,88,0,no,exact,src/data/players.ts,518
Ron Artest (Rockets),Ron Artest (Rockets),Houston Rockets,87,87,0,no,exact,src/data/players.ts,848
Roy Hibbert,Roy Hibbert,Indiana Pacers,85,85,0,no,exact,src/data/players.ts,470
Rudy Gobert,Rudy Gobert,Utah Jazz,86,86,0,no,exact,src/data/players.ts,503
Sam Cassell,Sam Cassell,Minnesota Timberwolves,85,85,0,no,exact,src/data/players.ts,600
Sam Jones,Sam Jones,Boston Celtics,90,90,0,no,exact,src/data/players.ts,715
Sam Perkins (Sonics),Sam Perkins (Sonics),Oklahoma City Thunder,83,83,0,no,exact,src/data/players.ts,717
Serge Ibaka,Serge Ibaka,Oklahoma City Thunder,86,86,0,no,exact,src/data/players.ts,660
Serge Ibaka (Raptors),Serge Ibaka (Raptors),Toronto Raptors,84,84,0,no,exact,src/data/players.ts,731
Shai Gilgeous-Alexander (2025-26),Shai Gilgeous-Alexander (2025-26),Oklahoma City Thunder,96,96,0,no,exact,src/data/players-current-2026.ts,206
Shane Battier,Shane Battier,Houston Rockets,83,83,0,no,exact,src/data/players.ts,708
Shane Battier (Heat),Shane Battier (Heat),Miami Heat,82,82,0,no,exact,src/data/players.ts,709
Shareef Abdour-Rahim,Shareef Abdour-Rahim,Memphis Grizzlies,84,84,0,no,exact,src/data/players.ts,680
Shawn Bradley,Shawn Bradley,Dallas Mavericks,82,82,0,no,exact,src/data/players.ts,676
Shawn Kemp,Shawn Kemp,Oklahoma City Thunder,85,85,0,no,exact,src/data/players.ts,504
Shawn Marion (Mavs),Shawn Marion (Mavs),Dallas Mavericks,85,85,0,no,exact,src/data/players.ts,566
Stephen Jackson,Stephen Jackson,Golden State Warriors,82,82,0,no,exact,src/data/players.ts,542
Stephon Marbury,Stephon Marbury,Minnesota Timberwolves,85,85,0,no,exact,src/data/players.ts,669
Steve Kerr,Steve Kerr,Chicago Bulls,81,81,0,no,exact,src/data/players.ts,369
Tayshaun Prince,Tayshaun Prince,Detroit Pistons,85,85,0,no,exact,src/data/players.ts,521
Theo Ratliff (76ers),Theo Ratliff (76ers),Philadelphia 76ers,83,83,0,no,exact,src/data/players.ts,719
Tim Hardaway,Tim Hardaway,Golden State Warriors,88,88,0,no,exact,src/data/players.ts,510
Tom Heinsohn,Tom Heinsohn,Boston Celtics,88,88,0,no,exact,src/data/players.ts,394
Tony Kukoc,Tony Kukoc,Chicago Bulls,85,85,0,no,exact,src/data/players.ts,368
Trae Young (2025-26),Trae Young (2025-26),Washington Wizards,87,87,0,no,exact,src/data/players-current-2026.ts,443
Trevor Ariza,Trevor Ariza,Los Angeles Lakers,85,85,0,no,exact,src/data/players.ts,654
Trevor Ariza (Rockets),Trevor Ariza (Rockets),Houston Rockets,84,84,0,no,exact,src/data/players.ts,655
Trevor Ariza (Wizards),Trevor Ariza (Wizards),Washington Wizards,82,82,0,no,exact,src/data/players.ts,733
Tyler Herro (2025-26),Tyler Herro (2025-26),Miami Heat,87,87,0,no,exact,src/data/players-current-2026.ts,356
Tyrese Haliburton,Tyrese Haliburton,Indiana Pacers,88,88,0,no,exact,src/data/players.ts,554
Tyrese Maxey (2025-26),Tyrese Maxey (2025-26),Philadelphia 76ers,93,93,0,no,exact,src/data/players-current-2026.ts,262
Tyronn Lue,Tyronn Lue,Los Angeles Lakers,80,80,0,no,exact,src/data/players.ts,648
Tyson Chandler,Tyson Chandler,Dallas Mavericks,85,85,0,no,exact,src/data/players.ts,565
Tyson Chandler (Hornets),Tyson Chandler (Hornets),New Orleans Pelicans,84,84,0,no,exact,src/data/players.ts,488
Udonis Haslem,Udonis Haslem,Miami Heat,80,80,0,no,exact,src/data/players.ts,658
Vince Carter (Nets),Vince Carter (Nets),Brooklyn Nets,89,89,0,no,exact,src/data/players.ts,763
Vince Carter (Raptors),Vince Carter (Raptors),Toronto Raptors,93,93,0,no,exact,src/data/players.ts,445
Wally Szczerbiak,Wally Szczerbiak,Minnesota Timberwolves,83,83,0,no,exact,src/data/players.ts,599
Walt Frazier,Walt Frazier,New York Knicks,90,90,0,no,exact,src/data/players.ts,436
Willis Reed,Willis Reed,New York Knicks,88,88,0,no,exact,src/data/players.ts,455
Zach LaVine (Bulls),Zach LaVine (Bulls),Chicago Bulls,86,86,0,no,exact,src/data/players.ts,864
Zach LaVine (Timberwolves),Zach LaVine (Timberwolves),Minnesota Timberwolves,83,83,0,no,exact,src/data/players.ts,839
